,BOROUGH,ADDRESS,ZIP,TANK_NUM,INSPECTION_DATE,INTERNAL_STRUCTURE,EXTERNAL_STRUCTURE,SEDIMENT,BIOLOGICAL_GROWTH,DEBRIS_INSECTS,RODENT_BIRD,COLIFORM,ECOLI,MEET_STANDARDS,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT
15002,MANHATTAN,35 East 30th Street,10016.0,1,2021-03-09 00:00:00,N,N,N,N,N,N,N,N,,40.745078,-73.984381,5.0,2.0,74.0
15007,BRONX,820 BOYNTON AVENUE,10473.0,1,2020-07-07 00:00:00,N,N,N,N,N,N,N,N,Y,40.82007,-73.87622,9.0,17.0,28.0
15011,MANHATTAN,2 East 70th Street,10021.0,1,2021-08-26 00:00:00,N,N,N,N,N,N,N,N,,40.77104,-73.96776,8.0,4.0,122.0
15012,MANHATTAN,71 Fifth Avenue,10003.0,1,2023-03-11 00:00:00,N,N,N,N,N,N,N,N,,40.736584,-73.993184,5.0,2.0,52.0
15021,BROOKLYN,8800 20th Avenue,11214.0,1,2021-05-26 00:00:00,N,N,N,N,N,N,N,N,,40.600666,-74.002355,11.0,43.0,282.0
15029,MANHATTAN,825 8th Ave,10019.0,1,2024-05-17 00:00:00,N,N,N,N,N,N,N,N,,40.762074,-73.986275,4.0,3.0,127.0
15047,MANHATTAN,600 Lexington Avenue,10022.0,1,2024-06-01 00:00:00,N,N,N,N,N,N,N,N,,40.757943,-73.971322,5.0,4.0,100.0
15049,MANHATTAN,425 East 25 Street,10010.0,1,2024-12-17 00:00:00,N,N,N,N,N,N,N,N,,40.737878,-73.97688,6.0,4.0,62.0
15053,MANHATTAN,105 WEST 13TH STREET,10011.0,1,2024-11-18 00:00:00,N,N,N,N,N,N,N,N,,40.736889,-73.997842,2.0,3.0,71.0
15063,MANHATTAN,45 EAST 135 STREET,10037.0,1,2024-12-23 00:00:00,N,N,N,N,N,N,N,N,,40.811838,-73.935437,11.0,9.0,210.0
15069,BRONX,1925 Mcgraw avenue,10462.0,1,2021-12-17 00:00:00,N,N,N,N,N,N,N,N,,40.834627,-73.86086,9.0,18.0,212.0
15074,MANHATTAN,45788 University Place,10003.0,1,2023-06-14 00:00:00,N,N,N,N,N,N,N,N,,40.730925,-73.995364,2.0,1.0,59.0
15083,MANHATTAN,830 BROADWAY,10003.0,1,2020-11-16 00:00:00,N,N,N,N,N,N,N,N,Y,40.73348,-73.991044,2.0,2.0,61.0
15091,MANHATTAN,150 EAST 56 STREET,10022.0,1,2020-09-23 00:00:00,N,N,N,N,N,N,N,N,,40.760048,-73.969166,6.0,4.0,100.0
15093,MANHATTAN,175 Fifth Avenue,10010.0,1,2021-10-08 00:00:00,N,N,N,N,N,N,N,N,,40.741132,-73.98987,5.0,2.0,56.0
15098,MANHATTAN,325 EAST 72ND STREET,10021.0,1,2020-10-13 00:00:00,N,N,N,N,N,N,N,N,,40.768391,-73.957368,8.0,5.0,126.0
15101,MANHATTAN,9 East 37th Street,10016.0,1,2023-06-10 00:00:00,N,N,N,N,N,N,N,N,,40.750013,-73.982369,5.0,4.0,82.0
15103,MANHATTAN,205 EAST   77 STREET,10075.0,1,2020-08-25 00:00:00,N,N,N,N,N,N,N,N,Y,40.772804,-73.957852,8.0,4.0,134.0
15107,MANHATTAN,120 RIVERSIDE DRIVE,10024.0,1,2023-08-25 00:00:00,N,N,N,N,N,N,N,N,,40.788541,-73.980893,7.0,6.0,171.0
15109,QUEENS,44 - 26Vernon Blvd,1.0,2021-07-31 00:00:00,N,N,N,N,N,N,N,N,,,,,,,
15118,MANHATTAN,777 3 AVENUE,10017.0,2,2020-05-20 00:00:00,N,N,N,N,N,N,N,N,Y,40.75466,-73.971598,6.0,4.0,90.0
15123,MANHATTAN,42 West 33rd Street,10001.0,1,2020-11-05 00:00:00,N,N,N,N,N,N,N,N,Y,40.748606,-73.987061,5.0,4.0,76.0
15131,BROOKLYN,111 LAWRENCE STREET,11201.0,1,2020-09-17 00:00:00,N,N,N,N,N,N,N,N,,40.692829,-73.986228,2.0,33.0,11.0
15132,MANHATTAN,224 West 30th Street,10001.0,1,2023-06-07 00:00:00,N,N,N,N,N,N,N,N,,40.748848,-73.993377,5.0,3.0,95.0
15143,MANHATTAN,52 VANDERBILT AVENUE,10017.0,2,2020-12-19 00:00:00,N,N,N,N,N,N,N,N,Y,40.754036,-73.977214,5.0,4.0,94.0
15145,BROOKLYN,20 JAY STREET,11201.0,1,2020-12-20 00:00:00,N,N,N,N,N,N,N,N,,40.704313,-73.986587,2.0,33.0,21.0
15155,MANHATTAN,132 West 14 Street,10011.0,1,2020-01-11 00:00:00,N,N,N,N,N,N,N,N,,40.737806,-73.997922,2.0,3.0,71.0
15172,MANHATTAN,712 Broadway,10003.0,1,2024-12-03 00:00:00,N,N,N,N,N,N,N,N,,40.728869,-73.993852,2.0,2.0,57.0
15173,MANHATTAN,210 EAST 58 STREET,10022.0,1,2020-10-13 00:00:00,N,N,N,N,N,N,N,N,,40.760678,-73.966476,6.0,4.0,108.0
15175,BROOKLYN,303 BEVERLEY ROAD,11218.0,1,2020-10-20 00:00:00,N,N,N,N,N,N,N,N,Y,40.642974,-73.977169,12.0,39.0,488.0
15178,MANHATTAN,56 LEONARD STREET,10013.0,2,2020-08-07 00:00:00,N,N,N,N,N,N,N,N,Y,40.717898,-74.006273,1.0,1.0,33.0
15185,MANHATTAN,5 West 86th Street,10024.0,1,2021-07-13 00:00:00,N,N,N,N,N,N,N,N,,40.785428,-73.969634,7.0,6.0,173.0
15186,MANHATTAN,130 W 42nd Street,10036.0,2,2021-02-17 00:00:00,N,N,N,N,N,N,N,N,,40.755278,-73.985172,5.0,4.0,113.0
15192,QUEENS,97-05 Horace Harding Expressway,11368.0,1,2021-06-30 00:00:00,N,N,N,N,N,N,N,N,,40.734899,-73.862526,4.0,21.0,455.0
15194,MANHATTAN,40 WEST 27TH STREET,10001.0,1,2020-07-23 00:00:00,N,N,N,N,N,N,N,N,,40.74487,-73.989693,5.0,3.0,58.0
15199,MANHATTAN,2525 Amsterdam Avenue,10033.0,1,2023-07-24 00:00:00,N,N,N,N,N,N,N,N,,40.850735,-73.929016,12.0,10.0,267.0
15205,MANHATTAN,30 EAST 10TH STREET,10003.0,1,2022-06-10 00:00:00,N,N,N,N,N,N,N,N,,40.732451,-73.993166,2.0,2.0,59.0
15208,MANHATTAN,334 East 74th Street,10021.0,1,2021-05-05 00:00:00,N,N,N,N,N,N,N,N,,40.769719,-73.956479,8.0,5.0,126.0
15216,QUEENS,137-47 45TH AVENUE,11355.0,1,2022-06-28 00:00:00,N,N,N,N,N,N,N,N,,40.750968,-73.822831,7.0,20.0,845.0
15226,QUEENS,158-11 HARRY VAN ARSDALE JR AVE,11365.0,1,2024-06-23 00:00:00,N,N,N,N,N,N,N,N,,40.732291,-73.810097,8.0,24.0,122701.0
15241,MANHATTAN,130 West 56th Street,10019.0,1,2023-06-13 00:00:00,N,N,N,N,N,N,N,N,,40.764151,-73.978889,5.0,4.0,137.0
15245,MANHATTAN,452 RIVERSIDE DRIVE,10027.0,1,2021-03-18 00:00:00,N,N,N,N,N,N,N,N,,40.809724,-73.965158,9.0,7.0,205.0
15249,MANHATTAN,309 WEST 86 STREET,10024.0,1,2020-12-02 00:00:00,N,N,N,N,N,N,N,N,,40.789075,-73.978293,7.0,6.0,175.0
15253,MANHATTAN,1 Madison Avenue,10010.0,2,2025-01-14 00:00:00,N,N,N,N,N,N,N,N,,40.740909,-73.987947,5.0,2.0,56.0
15254,MANHATTAN,16 West 22nd Street,10010.0,1,2024-11-30 00:00:00,N,N,N,N,N,N,N,N,,40.741214,-73.990884,5.0,3.0,58.0
15256,MANHATTAN,1158 Fifth Ave,10029.0,1,2020-08-18 00:00:00,N,N,N,N,N,N,N,N,,40.788352,-73.954993,11.0,4.0,16002.0
15257,BRONX,2405 Southern Boulevard,10458.0,1,2024-09-12 00:00:00,N,N,N,N,N,N,N,N,,40.853773,-73.881558,6.0,15.0,393.0
15259,MANHATTAN,201 Varick Street,10014.0,1,2023-01-17 00:00:00,N,N,N,N,N,N,N,N,,40.728369,-74.005361,2.0,3.0,37.0
15264,MANHATTAN,860 Fifth Avenue,10065.0,1,2021-05-27 00:00:00,N,N,N,N,N,N,N,N,,40.76947,-73.969205,8.0,4.0,122.0
15273,MANHATTAN,304 west 92 street,10025.0,1,2021-12-09 00:00:00,N,N,N,N,N,N,N,N,,40.792802,-73.975348,7.0,6.0,179.0
15280,QUEENS,90-59 56th Avenue,11373.0,1,2021-07-12 00:00:00,N,N,N,N,N,N,N,N,,40.736098,-73.871739,4.0,25.0,457.0
15292,MANHATTAN,500A East 87 Street,10128.0,1,2022-08-01 00:00:00,N,N,N,N,N,N,N,N,,40.776447,-73.946282,8.0,5.0,14402.0
15293,MANHATTAN,677 Fifth Avenue,10022.0,1,2023-08-10 00:00:00,N,N,N,N,N,N,N,N,,40.760634,-73.97566,5.0,4.0,102.0
15297,MANHATTAN,50 West 23rd Street,10010.0,1,2024-10-05 00:00:00,N,N,N,N,N,N,N,N,,40.742222,-73.991195,5.0,3.0,58.0
15302,BROOKLYN,1381 Linden Blvd,11212.0,1,2020-08-13 00:00:00,N,N,N,N,N,N,N,N,,40.654436,-73.908974,16.0,42.0,922.0
15311,MANHATTAN,123 E. 15th Street,10003.0,1,2024-06-25 00:00:00,N,N,N,N,N,N,N,N,,40.734564,-73.988042,6.0,2.0,50.0
15317,MANHATTAN,156 West 44 Street,10036.0,1,2024-09-30 00:00:00,N,N,N,N,N,N,N,N,,40.756746,-73.984634,5.0,4.0,119.0
15318,MANHATTAN,114 WEST   70 STREET,10023.0,1,2020-05-14 00:00:00,N,N,N,N,N,N,N,N,Y,40.776318,-73.980265,7.0,6.0,153.0
15321,MANHATTAN,16 MONROE STREET,10002.0,1,2020-12-29 00:00:00,N,N,N,N,N,N,N,N,Y,40.711349,-73.996674,3.0,1.0,8.0
15325,MANHATTAN,151 WEST 40 STREET,10018.0,1,2024-12-14 00:00:00,N,N,N,N,N,N,N,N,,40.754466,-73.987194,5.0,3.0,113.0
15346,MANHATTAN,236 W 27th Street,10001.0,1,2020-07-25 00:00:00,N,N,N,N,N,N,N,N,,40.747239,-73.995294,5.0,3.0,95.0
15348,MANHATTAN,80 COLUMBUS AVENUE,10023.0,1,2020-09-23 00:00:00,N,N,N,N,N,N,N,N,Y,40.771894,-73.982851,7.0,6.0,149.0
15349,BRONX,5620 Netherland Ave,10471.0,1,2020-12-16 00:00:00,,N,,,,N,N,N,,40.904894,-73.906327,8.0,11.0,323.0
15356,MANHATTAN,105 West 55th Street,10019.0,1,2024-12-18 00:00:00,N,N,N,N,N,N,N,N,,40.763206,-73.978547,5.0,4.0,137.0
15360,MANHATTAN,20 WEST 37TH STREET,10018.0,1,2022-04-30 00:00:00,N,N,N,N,N,N,N,N,,40.750716,-73.984087,5.0,4.0,84.0
15367,MANHATTAN,1245 PARK AVENUE,10128.0,1,2020-10-30 00:00:00,N,N,N,N,N,N,N,N,Y,40.786647,-73.952149,11.0,5.0,15802.0
15372,MANHATTAN,18 WEST 48TH STREET,10036.0,1,2022-03-28 00:00:00,N,N,N,N,N,N,N,N,,40.757626,-73.978942,5.0,4.0,96.0
15374,MANHATTAN,255 West  End Avenue,10023.0,1,2022-09-01 00:00:00,N,N,N,N,N,N,N,N,,40.779659,-73.984596,7.0,6.0,159.0
15383,BROOKLYN,2 North 6th Place,11249.0,1,2022-07-25 00:00:00,N,N,N,N,N,N,N,N,,40.720447,-73.963203,1.0,33.0,555.0
15390,MANHATTAN,900 PARK AVENUE,10075.0,1,2020-11-18 00:00:00,N,N,N,N,N,N,N,N,Y,40.776022,-73.960768,8.0,4.0,142.0
15392,MANHATTAN,301 EAST   48 STREET,10017.0,1,2020-08-11 00:00:00,N,N,N,N,N,N,N,N,Y,40.753493,-73.969097,6.0,4.0,90.0
15394,MANHATTAN,152 W 25th Street,10001.0,1,2020-06-04 00:00:00,N,N,N,N,N,N,N,N,,40.744805,-73.993352,4.0,3.0,91.0
15395,MANHATTAN,310 East 65th Street,10065.0,1,2021-10-21 00:00:00,N,N,N,N,N,N,N,N,,40.764138,-73.961089,8.0,5.0,118.0
15409,MANHATTAN,401 EAST   60 STREET,10022.0,1,2020-09-16 00:00:00,N,N,N,N,N,N,N,N,Y,40.760095,-73.961178,8.0,5.0,10602.0
15413,MANHATTAN,41 West  58 Street,10019.0,1,2023-09-28 00:00:00,N,N,N,N,N,N,N,N,,40.764397,-73.975232,5.0,4.0,11201.0
15421,MANHATTAN,565 5th Avenue,10017.0,2,2022-12-10 00:00:00,N,N,N,N,N,N,N,N,,40.755883,-73.978506,5.0,4.0,94.0
15436,MANHATTAN,1385 broadway,10018.0,1,2024-08-21 00:00:00,N,N,N,N,N,N,N,N,,40.752613,-73.987389,5.0,3.0,109.0
15441,MANHATTAN,219 East 69th Street,10021.0,1,2023-05-30 00:00:00,N,N,N,N,N,N,N,N,,40.767319,-73.960823,8.0,4.0,126.0
15442,MANHATTAN,1330 FIFTH AVENUE,10026.0,1,2022-07-05 00:00:00,N,N,N,N,N,N,N,N,,40.797811,-73.948558,10.0,9.0,186.0
15456,MANHATTAN,420 East 80th Street,10075.0,1,2024-05-15 00:00:00,N,N,N,N,N,N,N,N,,40.772618,-73.951253,8.0,5.0,136.0
15457,BROOKLYN,10 Lewis Avenue,11206.0,1,2020-09-23 00:00:00,N,N,N,N,N,N,N,N,Y,40.698045,-73.93809,3.0,36.0,28502.0
15458,MANHATTAN,118 West 79th Street,10024.0,1,2024-10-23 00:00:00,N,N,N,N,N,N,N,N,,40.782279,-73.97628,7.0,6.0,165.0
15462,MANHATTAN,330 East 17 Street,10003.0,1,2020-11-23 00:00:00,N,N,N,N,N,N,N,N,,40.733753,-73.982388,6.0,2.0,48.0
15470,MANHATTAN,80 centre street,10013.0,1,2020-12-19 00:00:00,A,A,A,A,A,A,N,N,,40.715447,-74.00189,1.0,1.0,29.0
15473,MANHATTAN,800 Third Avenue,10022.0,1,2020-04-25 00:00:00,N,N,N,N,N,N,N,N,,40.755341,-73.971124,6.0,4.0,100.0
15476,MANHATTAN,7 WEST   36 STREET,10018.0,1,2020-12-02 00:00:00,N,N,N,N,N,N,N,N,Y,40.749934,-73.984094,5.0,4.0,84.0
15479,MANHATTAN,4101 BROADWAY,10033.0,1,2020-12-03 00:00:00,N,N,N,N,N,N,N,N,Y,40.844796,-73.938839,12.0,10.0,263.0
15494,MANHATTAN,357 EAST 57 STREET,10022.0,1,2023-09-13 00:00:00,N,N,N,N,N,N,N,N,,40.758644,-73.963694,6.0,5.0,108.0
15508,QUEENS,3960 54th Street,11377.0,1,2022-04-21 00:00:00,N,N,N,N,N,N,N,N,,40.746611,-73.909736,2.0,26.0,251.0
15518,MANHATTAN,48 West 37th Street,10018.0,1,2022-02-03 00:00:00,N,N,N,N,N,N,N,N,,40.750993,-73.984744,5.0,4.0,84.0
15522,MANHATTAN,408 Eighth Avenue,10001.0,1,2021-01-08 00:00:00,N,N,N,N,N,N,N,N,,40.749924,-73.995102,5.0,3.0,101.0
15525,MANHATTAN,235 W 76th St,10023.0,1,2020-10-08 00:00:00,N,N,N,N,N,N,N,N,Y,40.781948,-73.981512,7.0,6.0,163.0
15526,MANHATTAN,99 Hudson Street,10013.0,1,2025-01-28 00:00:00,N,N,N,N,N,N,N,N,,40.718974,-74.00877,1.0,1.0,39.0
15527,MANHATTAN,1 UNION SQUARE SOUTH,10003.0,1,2020-11-02 00:00:00,N,N,N,N,N,N,N,N,,40.733979,-73.989897,2.0,2.0,61.0
15533,MANHATTAN,715-719 Broadway,10003.0,1,2024-08-12 00:00:00,N,N,N,N,N,N,N,N,,40.729099,-73.993682,2.0,1.0,57.0
15534,BROOKLYN,10 Stratford Road,11218.0,1,2023-05-26 00:00:00,N,N,N,N,N,N,N,N,,40.648462,-73.969599,14.0,40.0,506.0
15538,MANHATTAN,1085 Park Avenue,10128.0,1,2021-05-20 00:00:00,N,N,N,N,N,N,N,N,,40.781702,-73.956074,8.0,4.0,14802.0
15540,MANHATTAN,41 Fifth Avenue,10003.0,1,2024-10-16 00:00:00,N,N,N,N,N,N,N,N,,40.733804,-73.99475,2.0,2.0,61.0
15546,MANHATTAN,700 5th Ave,10019.0,1,2020-07-01 00:00:00,N,N,N,N,N,N,N,N,Y,40.761735,-73.975338,5.0,4.0,104.0
15547,MANHATTAN,121 E 27th St,10016.0,1,2020-09-03 00:00:00,N,N,N,N,N,N,N,N,Y,40.742281,-73.983497,5.0,2.0,68.0
15578,QUEENS,64-34 102 STREET,11374.0,1,2020-12-10 00:00:00,N,N,N,N,N,N,N,N,Y,40.730944,-73.853192,6.0,29.0,721.0
15594,MANHATTAN,2110 First Ave,10029.0,2,2024-12-11 00:00:00,N,N,N,N,N,N,N,N,,40.791381,-73.938769,11.0,8.0,162.0
15597,BRONX,360 East 137 Street,10454.0,1,2021-11-17 00:00:00,N,N,N,N,N,N,N,N,,40.809035,-73.924863,1.0,8.0,23.0
15605,MANHATTAN,120 West 94th Street,10025.0,1,2020-11-09 00:00:00,N,N,N,N,N,N,N,N,Y,40.791944,-73.9694,7.0,6.0,177.0
15632,MANHATTAN,111 Worth Street,10013.0,1,2024-12-18 00:00:00,N,N,N,N,N,N,N,N,,40.715828,-74.003539,1.0,1.0,31.0
15635,MANHATTAN,175 Water Street,10038.0,1,2021-08-07 00:00:00,N,N,N,N,N,N,N,N,,40.706699,-74.005208,1.0,1.0,1502.0
15643,MANHATTAN,136 West 55th Street,10019.0,1,2023-11-13 00:00:00,N,N,N,N,N,N,N,N,,40.76358,-73.979474,5.0,4.0,137.0
15649,MANHATTAN,296 West 10th Street,10014.0,1,2024-10-18 00:00:00,N,N,N,N,N,N,N,N,,40.733282,-74.009248,2.0,3.0,75.0
15657,BROOKLYN,10 STRATFORD ROAD,11218.0,1,2020-07-13 00:00:00,N,N,N,N,N,N,N,N,Y,40.648462,-73.969599,14.0,40.0,506.0
15663,MANHATTAN,45 EAST END AVENUE,10028.0,1,2020-08-25 00:00:00,N,N,N,N,N,N,N,N,,40.771938,-73.946942,8.0,5.0,136.0
15672,MANHATTAN,433 east 13 street,10009.0,1,2023-08-30 00:00:00,N,N,N,N,N,N,N,N,,40.730308,-73.982227,3.0,2.0,34.0
15678,BROOKLYN,7101 16th Avenue,11204.0,1,2022-11-30 00:00:00,N,N,N,N,N,N,N,N,,40.618504,-73.998534,11.0,43.0,262.0
15681,MANHATTAN,280 Riverside Drive,10025.0,1,2023-09-26 00:00:00,N,N,N,N,N,N,N,N,,40.798502,-73.972709,7.0,6.0,187.0
15694,MANHATTAN,26 E 91 ST,10128.0,1,2022-11-28 00:00:00,N,N,N,N,N,N,N,N,,40.784274,-73.957069,8.0,4.0,15002.0
15701,MANHATTAN,18 EAST   48 STREET,10017.0,1,2020-11-07 00:00:00,N,N,N,N,N,N,N,N,Y,40.75686,-73.977126,5.0,4.0,94.0
15711,MANHATTAN,2420 Amsterdam Ave,10033.0,2,2022-06-03 00:00:00,N,N,N,N,N,N,N,N,,40.847552,-73.931315,12.0,10.0,269.0
15719,MANHATTAN,1801 1st Ave,10128.0,2,2024-05-14 00:00:00,N,N,N,N,N,N,N,N,,40.781533,-73.945985,8.0,5.0,154.0
15721,MANHATTAN,253 LEXINGTON AVENUE,10016.0,1,2020-09-17 00:00:00,N,N,N,N,N,N,N,N,Y,40.746905,-73.979342,6.0,2.0,72.0
15726,MANHATTAN,1001 5 AVENUE,10028.0,1,2020-04-15 00:00:00,N,N,N,N,N,N,N,N,Y,40.778493,-73.962622,8.0,4.0,142.0
15731,MANHATTAN,17 West 71 Street,10023.0,1,2022-07-13 00:00:00,N,N,N,N,N,N,N,N,,40.775928,-73.977365,7.0,6.0,157.0
15734,MANHATTAN,281 1st Avenue,10003.0,2,2022-12-13 00:00:00,N,N,N,N,N,N,N,N,,40.732669,-73.981475,6.0,2.0,48.0
15736,MANHATTAN,200 EAST   61 STREET,10065.0,1,2020-11-16 00:00:00,N,N,N,N,N,N,N,N,Y,40.762657,-73.965338,8.0,4.0,110.0
15740,QUEENS,90-04 161 Street,11432.0,1,2023-07-21 00:00:00,N,N,N,N,N,N,N,N,,40.705199,-73.799278,12.0,24.0,44601.0
15751,MANHATTAN,324 WEST 84 STREET,10024.0,1,2020-11-13 00:00:00,N,N,N,N,N,N,N,N,,40.787959,-73.97977,7.0,6.0,171.0
15761,MANHATTAN,630 THIRD AVENUE,10017.0,1,2020-06-13 00:00:00,N,N,N,N,N,N,N,N,,40.749798,-73.975165,6.0,4.0,80.0
15779,MANHATTAN,2441 A C POWELL BLVD,10030.0,1,2022-08-23 00:00:00,N,N,N,N,N,N,N,N,,40.819809,-73.940401,10.0,9.0,232.0
15780,MANHATTAN,236 West 73 Street,10023.0,1,2024-08-16 00:00:00,N,N,N,N,N,N,N,N,,40.77984,-73.982473,7.0,6.0,159.0
15796,MANHATTAN,240 EAST   38 STREET,10016.0,1,2020-12-12 00:00:00,N,N,N,N,N,N,N,N,Y,40.747681,-73.974975,6.0,4.0,78.0
15801,MANHATTAN,120 East 87th St,10128.0,1,2020-10-22 00:00:00,N,N,N,N,N,N,N,N,,40.780505,-73.955901,8.0,4.0,14802.0
15805,MANHATTAN,28 West 25th Street,10010.0,1,2023-05-06 00:00:00,N,N,N,N,N,N,N,N,,40.743416,-73.990083,5.0,3.0,58.0
15816,MANHATTAN,20 EAST   35 STREET,10016.0,1,2020-12-30 00:00:00,N,N,N,N,N,N,N,N,Y,40.748328,-73.982247,6.0,2.0,74.0
15823,BROOKLYN,33-35 Saratoga Ave,11233.0,1,2021-07-08 00:00:00,N,N,N,N,N,N,N,N,,40.685898,-73.917769,16.0,41.0,373.0
15829,MANHATTAN,145 West 45th Street,10036.0,1,2024-06-04 00:00:00,N,N,N,N,N,N,N,N,,40.757336,-73.984017,5.0,4.0,119.0
15833,MANHATTAN,1160 3 AVENUE,10065.0,1,2020-11-19 00:00:00,N,N,N,N,N,N,N,N,Y,40.766971,-73.962639,8.0,4.0,120.0
15851,MANHATTAN,622 THIRD AVE,10017.0,1,2022-09-28 00:00:00,N,N,N,N,N,N,N,N,,40.749581,-73.975324,6.0,4.0,80.0
15863,QUEENS,43-23 Colden Street,11355.0,1,2023-09-21 00:00:00,N,N,N,N,N,N,N,N,,40.75247,-73.824913,7.0,20.0,79701.0
15873,MANHATTAN,301 EAST   45 STREET,10017.0,1,2020-12-03 00:00:00,N,N,N,N,N,N,N,N,Y,40.751611,-73.970451,6.0,4.0,90.0
15888,MANHATTAN,1165 5 AVENUE,10029.0,1,2020-09-23 00:00:00,N,N,N,N,N,N,N,N,Y,40.788989,-73.954549,11.0,4.0,16002.0
15893,QUEENS,110-11 QUEENS BOULEVARD,11375.0,1,2020-10-19 00:00:00,N,N,N,N,N,N,N,N,Y,40.719923,-73.840507,6.0,29.0,75702.0
15897,MANHATTAN,400 8th avenue,10001.0,1,2020-07-11 00:00:00,N,N,N,N,N,N,N,N,,40.749575,-73.995355,5.0,3.0,95.0
15901,MANHATTAN,161 West 16 street,10011.0,1,2021-05-25 00:00:00,N,N,N,N,N,N,N,N,,40.739384,-73.997514,4.0,3.0,81.0
15911,BRONX,950 Evergreen Avenue,10473.0,1,2022-12-08 00:00:00,N,N,N,N,N,N,N,N,,40.822347,-73.879612,9.0,17.0,28.0
15914,MANHATTAN,200 EAST 11TH STREET,10003.0,1,2021-06-21 00:00:00,N,N,N,N,N,N,N,N,,40.731215,-73.988382,3.0,2.0,40.0
15922,MANHATTAN,275 West 39th Street,10018.0,1,2023-12-30 00:00:00,N,N,N,N,N,N,N,N,,40.754952,-73.990258,5.0,3.0,113.0
15924,MANHATTAN,44 WEST 28 STREET,10001.0,1,2022-03-09 00:00:00,N,N,N,N,N,N,N,N,,40.745556,-73.989386,5.0,3.0,58.0
15935,MANHATTAN,230 East 48th Street,10017.0,1,2025-03-19 00:00:00,N,N,N,N,N,N,N,N,,40.754218,-73.970865,6.0,4.0,90.0
15936,MANHATTAN,132 West 125th street,10027.0,1,2023-08-05 00:00:00,N,N,N,N,N,N,N,N,,40.808451,-73.947112,10.0,9.0,222.0
15938,MANHATTAN,125 BARCLAY STREET,10007.0,1,2021-09-19 00:00:00,N,N,N,N,N,N,N,N,,40.714181,-74.012845,1.0,1.0,21.0
15944,MANHATTAN,37 East 18 Street,10003.0,1,2024-12-27 00:00:00,N,N,N,N,N,N,N,N,,40.737652,-73.989759,5.0,2.0,52.0
15948,MANHATTAN,130 West 56 Street,10019.0,1,2024-10-07 00:00:00,N,N,N,N,N,N,N,N,,40.764151,-73.978889,5.0,4.0,137.0
15949,MANHATTAN,420 EAST   58 STREET,10022.0,1,2020-09-29 00:00:00,N,N,N,N,N,N,N,N,Y,40.758698,-73.961781,6.0,5.0,10601.0
15952,MANHATTAN,39 EAST   79 STREET,10075.0,1,2020-07-16 00:00:00,N,N,N,N,N,N,N,N,Y,40.776204,-73.961829,8.0,4.0,142.0
15955,MANHATTAN,437 Fifth Avenue,10016.0,1,2022-12-14 00:00:00,N,N,N,N,N,N,N,N,,40.751427,-73.982372,5.0,4.0,82.0
15957,MANHATTAN,432 PARK AVENUE SOUTH,10016.0,1,2020-06-20 00:00:00,N,N,N,N,N,N,N,N,,40.744257,-73.98341,5.0,2.0,74.0
15960,MANHATTAN,60 BROAD STREET,10004.0,2,2020-10-03 00:00:00,N,N,N,N,N,N,N,N,Y,40.705351,-74.011502,1.0,1.0,9.0
15961,MANHATTAN,45 GRAMERCY PARK NORTH,10010.0,1,2020-11-11 00:00:00,N,N,N,N,N,N,N,N,Y,40.737953,-73.985021,6.0,2.0,68.0
15966,MANHATTAN,153 EAST 26 STREET,10010.0,1,2020-11-23 00:00:00,N,N,N,N,N,N,N,N,,40.741032,-73.982447,6.0,2.0,68.0
15968,MANHATTAN,155 East 91st Street,10128.0,1,2023-01-10 00:00:00,N,N,N,N,N,N,N,N,,40.782491,-73.952784,8.0,5.0,15801.0
15970,MANHATTAN,120 WEST   45 STREET,10036.0,1,2020-05-22 00:00:00,N,N,N,N,N,N,N,N,Y,40.757117,-73.983544,5.0,4.0,119.0
15978,MANHATTAN,388 greenwich street,10013.0,1,2020-09-26 00:00:00,N,N,N,N,N,N,N,N,,40.720659,-74.010098,1.0,1.0,39.0
15990,MANHATTAN,261 5th Avenue,10016.0,1,2022-12-17 00:00:00,N,N,N,N,N,N,N,N,,40.745131,-73.986957,5.0,4.0,74.0
15992,BROOKLYN,7101 16 Avenue,11204.0,1,2023-10-25 00:00:00,N,N,N,N,N,N,N,N,,40.618504,-73.998534,11.0,43.0,262.0
15997,BROOKLYN,120 schermerhorn street,11201.0,1,2024-10-26 00:00:00,N,N,N,N,N,N,N,N,,40.690074,-73.988923,2.0,33.0,43.0
16001,BRONX,1849 SEDGWICK AVENUE,10453.0,1,2020-02-25 00:00:00,N,N,N,N,N,N,N,N,Y,40.853212,-73.918082,5.0,16.0,247.0
16003,MANHATTAN,40 EAST 19 STREET,10003.0,1,2023-07-31 00:00:00,N,N,N,N,N,N,N,N,,40.738244,-73.989423,5.0,2.0,52.0
16008,MANHATTAN,16 WEST   61 STREET,10023.0,1,2020-10-25 00:00:00,N,N,N,N,N,N,N,N,Y,40.769921,-73.982559,7.0,3.0,145.0
16010,BROOKLYN,1 Clinton Avenue,11205.0,1,2023-11-28 00:00:00,N,N,N,N,N,N,N,N,,40.697547,-73.969667,2.0,35.0,543.0
16013,MANHATTAN,808 COLUMBUS AVENUE,10025.0,1,2020-09-30 00:00:00,N,N,N,N,N,N,N,N,Y,40.794568,-73.96629,7.0,7.0,185.0
