,BOROUGH,ADDRESS,ZIP,TANK_NUM,INSPECTION_DATE,INTERNAL_STRUCTURE,EXTERNAL_STRUCTURE,SEDIMENT,BIOLOGICAL_GROWTH,DEBRIS_INSECTS,RODENT_BIRD,COLIFORM,ECOLI,MEET_STANDARDS,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT
0,MANHATTAN,230 West 105th Street,10025.0,1,2020-07-31 00:00:00,N,N,N,N,N,N,N,N,,40.800247,-73.967377,7.0,7.0,191.0
1,MANHATTAN,124 West 79th Street,10024.0,1,2023-10-16 00:00:00,N,N,N,N,N,N,N,N,,40.782329,-73.976403,7.0,6.0,165.0
2,MANHATTAN,50 WEST   17 STREET,10011.0,1,2020-06-06 00:00:00,N,N,N,N,N,N,N,N,Y,40.738585,-73.99384,5.0,3.0,54.0
3,MANHATTAN,25 East 86th Street,10028.0,1,2023-09-28 00:00:00,N,N,N,N,N,N,N,N,,40.781102,-73.959378,8.0,4.0,15002.0
4,MANHATTAN,695 Park Avenue,10065.0,3,2022-06-16 00:00:00,N,N,N,N,N,N,N,N,,40.768973,-73.965367,8.0,4.0,120.0
5,MANHATTAN,505 5th Avenue,10017.0,2,2022-11-12 00:00:00,N,N,N,N,N,N,N,N,,40.753663,-73.980744,5.0,4.0,94.0
6,MANHATTAN,321 East 44th Street,10017.0,1,2023-12-08 00:00:00,N,N,N,N,N,N,N,N,,40.750878,-73.970675,6.0,4.0,90.0
7,BROOKLYN,101 Johnson Street,11201.0,2,2021-08-11 00:00:00,N,N,N,N,N,N,N,N,,40.69494,-73.986387,2.0,33.0,13.0
8,BROOKLYN,215 Cozine Avenue,11207.0,2,2020-09-14 00:00:00,N,N,N,N,N,N,N,N,Y,40.655517,-73.884151,5.0,42.0,1106.0
9,MANHATTAN,325 North End Avenue,10282.0,2,2021-09-01 00:00:00,N,N,N,N,N,N,N,N,,40.716637,-74.014754,1.0,1.0,31703.0
10,MANHATTAN,250 Broadway,10007.0,2,2021-02-20 00:00:00,N,N,N,N,N,N,N,N,,40.712982,-74.007301,1.0,1.0,21.0
11,BRONX,3220 Fairfield Avenue,10463.0,1,2020-12-30 00:00:00,N,N,N,N,N,N,N,N,,40.884844,-73.913472,8.0,11.0,297.0
12,MANHATTAN,540 Main Street,10044.0,1,2024-11-13 00:00:00,N,N,N,N,N,N,N,N,,40.761608,-73.94986,8.0,5.0,23801.0
13,MANHATTAN,99 Madison Avenue,10016.0,1,2022-12-10 00:00:00,N,N,N,N,N,N,N,N,,40.74476,-73.985135,5.0,2.0,74.0
14,MANHATTAN,160 Madison Street,10002.0,1,2023-06-05 00:00:00,N,N,N,N,N,N,N,N,,40.712488,-73.991924,3.0,1.0,6.0
15,MANHATTAN,1407 Broadway,10018.0,1,2021-03-17 00:00:00,N,N,N,N,N,N,N,N,,40.753439,-73.987151,5.0,3.0,113.0
16,MANHATTAN,845 Second Avenue,10017.0,1,2022-12-05 00:00:00,N,N,N,N,N,N,N,N,,40.751902,-73.970704,6.0,4.0,90.0
17,MANHATTAN,2 BEEKMAN PLACE,10022.0,1,2021-10-19 00:00:00,N,N,N,N,N,N,N,N,,40.75288,-73.965152,6.0,4.0,8603.0
18,MANHATTAN,620 EIGHTH AVENUE,10018.0,1,2021-04-13 00:00:00,N,N,N,N,N,N,N,N,,40.756039,-73.990651,5.0,3.0,113.0
19,BROOKLYN,135 Eastern Parkway,11238.0,1,2024-06-26 00:00:00,N,N,N,N,N,N,N,N,,40.672162,-73.964289,8.0,35.0,215.0
20,MANHATTAN,331 East 70th Street,10021.0,1,2021-08-13 00:00:00,N,N,A,N,N,N,N,N,,40.766925,-73.95795,8.0,5.0,126.0
21,BRONX,1889 Sedgwick Avenue,10453.0,1,2020-09-11 00:00:00,N,N,N,N,N,N,N,N,,40.854224,-73.917347,5.0,16.0,247.0
22,MANHATTAN,45708 TUDOR CITY PLACE,10017.0,2,2023-02-15 00:00:00,N,N,N,N,N,N,N,N,,40.747985,-73.971265,6.0,4.0,88.0
23,MANHATTAN,286 Madison Avenue,10017.0,2,2023-12-17 00:00:00,N,N,N,N,N,N,N,N,,40.751728,-73.980084,5.0,4.0,82.0
24,QUEENS,61-25 98th Street,11374.0,1,2023-04-12 00:00:00,N,N,N,N,N,N,N,N,,40.734257,-73.860517,6.0,29.0,71702.0
25,MANHATTAN,266 East 78 Street,10075.0,1,2022-08-11 00:00:00,N,N,N,N,N,N,N,N,,40.773007,-73.956404,8.0,4.0,134.0
26,MANHATTAN,333 EAST   30 STREET,10016.0,1,2020-10-28 00:00:00,N,N,N,N,N,N,N,N,Y,40.741734,-73.976403,6.0,2.0,70.0
27,MANHATTAN,400 West 113th Street,10025.0,1,2021-12-02 00:00:00,N,N,N,N,N,N,N,N,,40.804117,-73.960646,9.0,7.0,19701.0
28,MANHATTAN,40 East 78th Street,10075.0,1,2024-05-17 00:00:00,N,N,N,N,N,N,N,N,,40.775496,-73.962306,8.0,4.0,142.0
29,MANHATTAN,23 WAVERLY PLACE,10003.0,1,2020-11-24 00:00:00,N,N,N,N,N,N,N,N,,40.730645,-73.99444,2.0,1.0,59.0
30,MANHATTAN,25 Park Row,10038.0,2,2023-03-08 00:00:00,N,N,N,N,N,N,N,N,,40.711601,-74.00742,1.0,1.0,1501.0
31,MANHATTAN,206 EAST   95 STREET,10128.0,1,2020-06-15 00:00:00,N,N,N,N,N,N,N,N,Y,40.784167,-73.949016,8.0,5.0,15601.0
32,MANHATTAN,222 EAST 80 STREET,10075.0,1,2021-10-26 00:00:00,N,N,N,N,N,N,N,N,,40.77467,-73.956114,8.0,5.0,138.0
33,MANHATTAN,22 East 38 Street,10016.0,1,2020-01-14 00:00:00,N,N,N,N,N,N,N,N,,40.750177,-73.980897,6.0,4.0,82.0
34,MANHATTAN,440 West 34th Street,10001.0,1,2023-07-17 00:00:00,N,N,N,N,N,N,N,N,,40.754022,-73.997842,4.0,3.0,103.0
35,MANHATTAN,601 West 115th Street,10025.0,1,2024-11-20 00:00:00,N,N,N,N,N,N,N,N,,40.807423,-73.964571,9.0,7.0,205.0
36,MANHATTAN,50 West 34 Street,10001.0,1,2024-10-15 00:00:00,N,N,N,N,N,N,N,N,,40.74936,-73.986773,5.0,4.0,76.0
37,MANHATTAN,1 Union Square South,10003.0,1,2024-02-06 00:00:00,N,N,N,N,N,N,N,N,,40.733979,-73.989897,2.0,2.0,61.0
38,MANHATTAN,347 WEST   36 STREET,10018.0,1,2020-03-14 00:00:00,N,N,N,N,N,N,N,N,Y,40.754063,-73.993875,4.0,3.0,111.0
39,MANHATTAN,1177 Avenue Of the Americas,10036.0,1,2020-06-16 00:00:00,N,N,N,N,N,N,N,N,,40.757256,-73.982364,5.0,4.0,119.0
40,MANHATTAN,310 WEST 72 STREET,10023.0,1,2022-11-29 00:00:00,N,N,N,N,N,N,N,N,,40.780002,-73.984965,7.0,6.0,159.0
41,MANHATTAN,2441 A C Powell Blvd,10030.0,1,2023-07-24 00:00:00,N,N,N,N,N,N,N,N,,40.819809,-73.940401,10.0,9.0,232.0
42,MANHATTAN,425 East 25th Street,10010.0,1,2021-06-08 00:00:00,N,N,N,N,N,N,N,N,,40.737878,-73.97688,6.0,4.0,62.0
43,MANHATTAN,150 WEST 22ND STREET,10011.0,1,2022-06-04 00:00:00,N,N,N,N,N,N,N,N,,40.742834,-73.994735,4.0,3.0,87.0
44,MANHATTAN,235 West 76th Street,10023.0,1,2022-11-29 00:00:00,N,N,N,N,N,N,N,N,,40.781948,-73.981512,7.0,6.0,163.0
45,MANHATTAN,165 East 112 Street,10029.0,1,2023-07-25 00:00:00,N,N,N,N,N,N,N,N,,40.795788,-73.942766,11.0,8.0,182.0
46,MANHATTAN,29 West 38th Street,10018.0,1,2021-06-12 00:00:00,N,N,N,N,N,N,N,N,,40.751443,-73.983845,5.0,4.0,84.0
47,MANHATTAN,45 Fairview Avenue,10040.0,1,2021-06-17 00:00:00,N,N,N,N,N,N,N,N,,40.857413,-73.929432,12.0,10.0,283.0
48,MANHATTAN,300 WEST 55 STREET,10019.0,1,2023-10-04 00:00:00,N,N,N,N,N,N,N,N,,40.765142,-73.984253,4.0,3.0,139.0
49,MANHATTAN,15 East 91 STREET,10128.0,1,2024-09-11 00:00:00,N,N,N,N,N,N,N,N,,40.784401,-73.957329,8.0,4.0,16001.0
50,MANHATTAN,244 Fifth Avenue,10001.0,1,2023-06-05 00:00:00,N,N,N,N,N,N,N,N,,40.744521,-73.987427,5.0,2.0,58.0
51,MANHATTAN,227 East 57th Street,10022.0,1,2023-11-30 00:00:00,N,N,N,N,N,N,N,N,,40.759913,-73.966704,6.0,4.0,108.0
52,MANHATTAN,220 West 71st Street,10023.0,1,2021-01-28 00:00:00,N,N,N,N,N,N,N,N,,40.778303,-73.982986,7.0,6.0,159.0
53,MANHATTAN,36 East 72 Street,10021.0,1,2020-07-08 00:00:00,N,N,N,N,N,N,N,N,,40.771618,-73.965066,8.0,4.0,130.0
54,MANHATTAN,245 East 24th Street,10010.0,1,2023-04-18 00:00:00,N,N,N,N,N,N,N,N,,40.738682,-73.980709,6.0,2.0,66.0
55,BRONX,1575 East 174 Street,10472.0,1,2024-04-23 00:00:00,N,N,N,N,N,N,N,N,,40.833853,-73.877582,9.0,18.0,62.0
56,MANHATTAN,212 East 47th Street,10017.0,1,2022-10-18 00:00:00,N,N,N,N,N,N,N,N,,40.753714,-73.971612,6.0,4.0,90.0
57,MANHATTAN,12 W 31st St,10001.0,1,2020-06-05 00:00:00,N,N,N,N,N,N,N,N,Y,40.746838,-73.986683,5.0,4.0,76.0
58,QUEENS,28-07 Jackson Avenue,11101.0,1,2021-06-29 00:00:00,N,N,N,N,N,N,N,N,,40.748434,-73.938768,2.0,26.0,19.0
59,MANHATTAN,27 West 86th Street,10024.0,1,2022-04-12 00:00:00,N,N,N,N,N,N,N,N,,40.785879,-73.970703,7.0,6.0,173.0
60,MANHATTAN,30 East 23rd Street,10010.0,1,2022-07-18 00:00:00,N,N,N,N,N,N,N,N,,40.740706,-73.987615,5.0,2.0,56.0
61,MANHATTAN,245 WEST 51 STREET,10019.0,1,2022-10-19 00:00:00,N,N,N,N,N,N,N,N,,40.762439,-73.984492,5.0,3.0,131.0
62,BROOKLYN,2940 Ocean Parkway,11235.0,1,2022-04-27 00:00:00,N,N,N,N,N,N,N,N,,40.579373,-73.967838,13.0,48.0,35602.0
63,BRONX,500 Exterior Street,10451.0,1,2021-12-21 00:00:00,N,N,N,N,N,N,N,N,,40.818595,-73.930409,1.0,8.0,63.0
64,MANHATTAN,470 Park Avenue South,10016.0,1,2022-12-16 00:00:00,N,N,N,N,N,N,N,N,,40.745492,-73.982515,5.0,2.0,74.0
65,MANHATTAN,792 Columbus Ave,10025.0,1,2021-10-13 00:00:00,N,N,N,N,N,N,N,N,,40.79541,-73.966744,7.0,7.0,185.0
66,MANHATTAN,22 West 48 Street,10036.0,1,2022-11-12 00:00:00,N,N,N,N,N,N,N,N,,40.757692,-73.979101,5.0,4.0,96.0
67,MANHATTAN,990 Fifth Avenue,10075.0,1,2022-04-20 00:00:00,N,N,A,N,N,N,N,N,,40.777618,-73.962846,8.0,4.0,142.0
68,MANHATTAN,422 EAST   72 STREET,10021.0,1,2020-10-21 00:00:00,N,N,N,N,N,N,N,N,Y,40.767503,-73.955314,8.0,5.0,124.0
69,QUEENS,120-01 Roosevelt Avenue,11368.0,1,2023-04-18 00:00:00,N,N,N,N,N,N,N,N,,40.754703,-73.845398,81.0,21.0,38302.0
70,MANHATTAN,10 East End Avenue,10075.0,1,2021-09-23 00:00:00,N,N,N,N,N,N,N,N,,40.770819,-73.947781,8.0,5.0,136.0
71,QUEENS,39-65 52nd Street,11377.0,1,2021-08-18 00:00:00,N,N,N,N,N,N,N,N,,40.746808,-73.912226,2.0,26.0,251.0
72,MANHATTAN,515 West 38th Street,10018.0,1,2023-04-19 00:00:00,N,N,N,N,N,N,N,N,,40.757461,-73.998105,4.0,3.0,117.0
73,MANHATTAN,33 East 33rd Street,10016.0,1,2024-02-21 00:00:00,N,N,N,N,N,N,N,N,,40.746972,-73.983124,5.0,2.0,74.0
74,MANHATTAN,25 WEST 54 STREET,10019.0,1,2023-08-04 00:00:00,N,N,N,N,N,N,N,N,,40.761485,-73.976406,5.0,4.0,104.0
75,MANHATTAN,470 7TH AVENUE,10018.0,1,2020-07-09 00:00:00,N,N,N,N,N,N,N,N,,40.751949,-73.989941,5.0,3.0,109.0
76,QUEENS,175-05 Wexford Terrace,11432.0,1,2024-03-06 00:00:00,N,N,N,N,N,N,N,N,,40.712447,-73.78833,8.0,24.0,466.0
77,MANHATTAN,121 West 72nd Street,10023.0,1,2024-10-22 00:00:00,N,N,N,N,N,N,N,N,,40.777762,-73.979607,7.0,6.0,157.0
78,MANHATTAN,260 Audubon Avenue,10033.0,1,2021-08-04 00:00:00,N,N,N,N,N,N,N,N,,40.847052,-73.933578,12.0,10.0,261.0
79,MANHATTAN,23 East 10th Street,10003.0,1,2023-08-04 00:00:00,N,N,N,N,N,N,N,N,,40.732687,-73.993689,2.0,2.0,61.0
80,MANHATTAN,1385 Broadway,10018.0,1,2023-09-30 00:00:00,N,N,N,N,N,N,N,N,,40.752613,-73.987389,5.0,3.0,109.0
81,MANHATTAN,450 Park Avenue,10022.0,1,2021-02-27 00:00:00,N,N,N,N,N,N,N,N,,40.761396,-73.97092,5.0,4.0,11202.0
82,MANHATTAN,250 west 55th Street,10019.0,2,2021-01-28 00:00:00,N,N,N,N,N,N,N,N,,40.765016,-73.982896,5.0,3.0,137.0
83,MANHATTAN,1 West 85th Street,10024.0,3,2022-11-16 00:00:00,N,N,N,N,N,N,N,N,,40.784797,-73.970256,7.0,6.0,169.0
84,MANHATTAN,325 East 38 Street,10016.0,1,2023-11-15 00:00:00,N,N,N,N,N,N,N,N,,40.746797,-73.972828,6.0,4.0,78.0
85,MANHATTAN,1405 Park Avenue,10029.0,1,2020-08-31 00:00:00,N,N,N,N,N,N,N,N,Y,40.791797,-73.948703,11.0,8.0,166.0
86,MANHATTAN,25 Broad Street,10004.0,1,2020-06-02 00:00:00,N,N,A,N,N,N,N,N,,40.706114,-74.01126,1.0,1.0,9.0
87,MANHATTAN,324 Lafayette Street,10012.0,1,2021-08-07 00:00:00,N,N,N,N,N,N,N,N,,40.725545,-73.994974,2.0,1.0,5502.0
88,MANHATTAN,695 Park Ave,10065.0,3,2020-06-04 00:00:00,N,N,N,N,N,N,N,N,Y,40.768973,-73.965367,8.0,4.0,120.0
89,MANHATTAN,1 UNITED NATIONS PLAZA,10017.0,2,2020-11-06 00:00:00,N,N,N,N,N,N,N,N,Y,40.750441,-73.968676,6.0,4.0,90.0
90,MANHATTAN,1180 5th avenue,10029.0,3,2024-10-22 00:00:00,N,N,N,N,N,N,N,N,,40.789971,-73.954245,11.0,8.0,168.0
92,MANHATTAN,451 BROOME STREET,10013.0,1,2022-06-01 00:00:00,N,N,N,N,N,N,N,N,,40.722117,-74.000541,2.0,1.0,47.0
93,MANHATTAN,145 West 58th Street,10019.0,1,2024-08-20 00:00:00,N,N,N,N,N,N,N,N,,40.765561,-73.978019,5.0,4.0,137.0
94,MANHATTAN,150 East 42nd Street,10017.0,4,2022-09-17 00:00:00,N,N,N,N,N,N,N,N,,40.751195,-73.975483,6.0,4.0,80.0
95,BROOKLYN,461 DEAN STREET,11217.0,1,2020-09-29 00:00:00,N,N,N,N,N,N,N,N,Y,40.681736,-73.975306,6.0,35.0,12902.0
96,MANHATTAN,325 West 77 Street,10024.0,1,2023-10-16 00:00:00,N,N,N,N,N,N,N,N,,40.78345,-73.983111,7.0,6.0,163.0
97,MANHATTAN,255 EAST 74 STREET,10021.0,1,2024-10-17 00:00:00,N,N,N,N,N,N,N,N,,40.770568,-73.958439,8.0,4.0,134.0
98,MANHATTAN,45 East 66th Street,10065.0,1,2023-06-05 00:00:00,N,N,N,N,N,N,N,N,,40.767801,-73.967794,8.0,4.0,122.0
99,MANHATTAN,230 5 AVENUE,10001.0,1,2020-05-14 00:00:00,N,N,N,N,N,N,N,N,Y,40.743918,-73.987867,5.0,2.0,58.0
100,MANHATTAN,118 West 22nd Street,10011.0,1,2022-08-27 00:00:00,N,N,N,N,N,N,N,N,,40.742562,-73.994089,4.0,3.0,87.0
101,MANHATTAN,20 SUTTON PLACE SOUTH,10022.0,1,2022-12-15 00:00:00,N,N,N,N,N,N,N,N,,40.75656,-73.961266,6.0,5.0,10601.0
102,MANHATTAN,711 Amsterdam Avenue,10025.0,1,2021-06-21 00:00:00,N,N,N,N,N,N,N,N,,40.793032,-73.971097,7.0,6.0,181.0
103,MANHATTAN,506 Lenox Avenue,10037.0,2,2024-07-20 00:00:00,N,N,N,N,N,N,N,N,,40.814358,-73.940659,10.0,9.0,212.0
104,MANHATTAN,1040 Park Avenue,10028.0,1,2023-08-21 00:00:00,N,N,N,N,N,N,N,N,,40.780284,-73.957133,8.0,4.0,15002.0
105,BRONX,4705 Henry Hudson Parkway,10471.0,1,2022-09-21 00:00:00,N,N,N,N,N,N,N,N,,40.895547,-73.908376,8.0,11.0,30701.0
106,MANHATTAN,245 Park Avenue,10167.0,2,2022-10-04 00:00:00,N,N,N,N,N,N,N,N,,40.754826,-73.975683,5.0,4.0,92.0
107,MANHATTAN,124 WEST   72 STREET,10023.0,1,2020-09-10 00:00:00,N,N,N,N,N,N,N,N,Y,40.777891,-73.979954,7.0,6.0,157.0
108,MANHATTAN,865 First Avenue,10017.0,1,2021-11-18 00:00:00,N,N,N,N,N,N,N,N,,40.752823,-73.966935,6.0,4.0,90.0
109,MANHATTAN,201 WEST   74 STREET,10023.0,1,2020-06-10 00:00:00,N,N,N,N,N,N,N,N,Y,40.77998,-73.98078,7.0,6.0,163.0
110,MANHATTAN,222 West 37th  Street,10018.0,1,2022-08-23 00:00:00,N,N,N,N,N,N,N,N,,40.753255,-73.990121,5.0,3.0,109.0
111,MANHATTAN,241 Central Park West,10024.0,1,2024-04-16 00:00:00,N,N,N,N,N,N,N,N,,40.784075,-73.970238,7.0,6.0,169.0
112,MANHATTAN,40 EAST 66 STREET,10065.0,1,2021-12-02 00:00:00,N,N,N,N,N,N,N,N,,40.767801,-73.967841,8.0,4.0,122.0
113,MANHATTAN,49 West 23rd Street,10010.0,1,2022-02-12 00:00:00,N,N,N,N,N,N,N,N,,40.742227,-73.991162,5.0,3.0,58.0
114,MANHATTAN,343 East 74th Street,10021.0,1,2024-07-19 00:00:00,N,N,N,N,N,N,N,N,,40.769678,-73.956334,8.0,5.0,134.0
115,MANHATTAN,125 worth street,10013.0,1,2024-11-20 00:00:00,N,N,N,N,N,N,N,N,,40.715428,-74.002673,1.0,1.0,31.0
116,MANHATTAN,319 E 24th St,10010.0,1,2021-06-01 00:00:00,,N,,,,N,N,N,,40.738103,-73.97933,6.0,2.0,66.0
117,MANHATTAN,654 Broadway,10012.0,1,2022-10-26 00:00:00,N,N,N,N,N,N,N,N,,40.726827,-73.99558,2.0,1.0,5502.0
118,BROOKLYN,90 Sands Street,11201.0,1,2023-10-25 00:00:00,N,N,N,N,N,N,N,N,,40.70007,-73.987219,2.0,33.0,13.0
119,MANHATTAN,1425 York Avenue,10021.0,1,2020-03-30 00:00:00,N,N,N,N,N,N,N,N,,40.769229,-73.952024,8.0,5.0,132.0
120,MANHATTAN,15 WEST 26 STREET,10010.0,1,2020-03-21 00:00:00,N,N,N,N,N,N,N,N,,40.744003,-73.98948,5.0,3.0,58.0
121,BROOKLYN,86 Fleet Place,11201.0,1,2022-05-26 00:00:00,N,N,N,N,N,N,N,N,,40.693059,-73.981771,2.0,35.0,31.0
122,MANHATTAN,352 7th Avenue,10001.0,1,2020-05-05 00:00:00,N,N,N,N,N,N,N,N,,40.748208,-73.992663,5.0,3.0,95.0
123,BRONX,111 E. 210th Street,10467.0,2,2022-01-15 00:00:00,N,N,N,N,N,N,N,N,,40.879885,-73.880481,7.0,11.0,421.0
124,MANHATTAN,9 East 45th Street,10017.0,1,2021-06-05 00:00:00,N,N,N,N,N,N,N,N,,40.755167,-73.978892,5.0,4.0,94.0
125,MANHATTAN,1271 Broadway,10001.0,1,2023-03-11 00:00:00,N,N,N,N,N,N,N,N,,40.748296,-73.988465,5.0,3.0,76.0
126,MANHATTAN,11 Madison Avenue,10010.0,1,2022-10-27 00:00:00,N,N,N,N,N,N,N,N,,40.741617,-73.987449,5.0,2.0,56.0
127,MANHATTAN,445 E 86 ST,10028.0,1,2023-04-04 00:00:00,N,N,N,N,N,N,N,N,,40.776119,-73.947549,8.0,5.0,14402.0
128,MANHATTAN,420 RIVERSIDE DRIVE,10025.0,1,2022-10-26 00:00:00,N,N,N,N,N,N,N,N,,40.807413,-73.966265,9.0,7.0,205.0
129,MANHATTAN,150 EAST   49 STREET,10017.0,1,2020-06-24 00:00:00,N,N,N,N,N,N,N,N,Y,40.755643,-73.972305,6.0,4.0,92.0
130,MANHATTAN,66 WEST 12TH STREET,10011.0,1,2023-02-12 00:00:00,N,N,N,N,N,N,N,N,,40.735744,-73.997139,2.0,3.0,63.0
131,MANHATTAN,144 West 86th Street,10024.0,1,2024-04-11 00:00:00,N,N,N,N,N,N,N,N,,40.787194,-73.973873,7.0,6.0,169.0
132,MANHATTAN,444 East 75th Street,10021.0,1,2022-11-03 00:00:00,N,N,N,N,N,N,N,N,,40.76879,-73.952555,8.0,5.0,132.0
133,MANHATTAN,1 University Place,10003.0,1,2023-03-07 00:00:00,N,N,N,N,N,N,N,N,,40.730785,-73.995486,2.0,1.0,59.0
134,BROOKLYN,3215 Avenue H,11210.0,1,2024-07-30 00:00:00,N,N,N,N,N,N,N,N,,40.631801,-73.945371,17.0,45.0,786.0
135,MANHATTAN,425 PARK AVENUE,10022.0,1,2022-12-03 00:00:00,N,N,N,N,N,N,N,N,,40.760512,-73.971541,5.0,4.0,100.0
137,MANHATTAN,26 Federal Plaza,10278.0,1,2024-03-23 00:00:00,N,N,N,N,N,N,N,N,,40.716015,-74.004744,1.0,1.0,31.0
139,MANHATTAN,660 PARK AVENUE,10065.0,1,2023-07-21 00:00:00,N,N,N,N,N,N,N,N,,40.768097,-73.966328,8.0,4.0,122.0
140,BRONX,2475 Southern Boulevard,10458.0,1,2021-06-10 00:00:00,N,N,N,N,N,N,N,N,,40.855263,-73.881139,6.0,15.0,393.0
141,MANHATTAN,521-533 West 57 Street,10019.0,2,2020-06-20 00:00:00,N,N,N,N,N,N,N,N,,40.769502,-73.989451,4.0,6.0,135.0
142,MANHATTAN,417 Fifth Avenue,10016.0,1,2020-05-27 00:00:00,N,N,N,N,N,N,N,N,,40.750691,-73.982907,5.0,4.0,82.0
143,MANHATTAN,455 EAST 86 STREET,10028.0,1,2020-09-02 00:00:00,N,N,N,N,N,N,N,N,,40.776091,-73.947484,8.0,5.0,14402.0
144,BRONX,1575 Odell Street,10462.0,1,2024-06-05 00:00:00,N,N,N,N,N,N,N,N,,40.838429,-73.854621,9.0,18.0,21002.0
145,MANHATTAN,205 WEST   19 STREET,10011.0,1,2020-09-01 00:00:00,N,N,N,N,N,N,N,N,Y,40.741862,-73.997929,4.0,3.0,87.0
146,MANHATTAN,150 W 30 ST,10001.0,1,2022-03-28 00:00:00,N,N,N,N,N,N,N,N,,40.747876,-73.991064,5.0,3.0,95.0
147,MANHATTAN,504-510 WEST 110 STREET,10025.0,1,2022-06-16 00:00:00,N,N,N,N,N,N,N,N,,40.803276,-73.964606,7.0,7.0,195.0
148,MANHATTAN,1050 5 AVENUE,10028.0,1,2020-07-30 00:00:00,N,N,N,N,N,N,N,N,Y,40.781624,-73.960331,8.0,4.0,15002.0
149,BROOKLYN,80 Cranberry Street,11201.0,1,2021-03-15 00:00:00,N,N,N,N,N,N,N,N,,40.699552,-73.992679,2.0,33.0,1.0
150,MANHATTAN,335 Madison Avenue,10017.0,4,2023-11-04 00:00:00,N,N,N,N,N,N,N,N,,40.753715,-73.9786,5.0,4.0,94.0
151,MANHATTAN,230 West 41 Street,10036.0,2,2024-01-13 00:00:00,N,N,N,N,N,N,N,N,,40.755802,-73.988482,5.0,3.0,113.0
152,MANHATTAN,40 West 57th Street,10019.0,1,2022-10-23 00:00:00,N,N,N,N,N,N,N,N,,40.763538,-73.975352,5.0,4.0,11201.0
153,BROOKLYN,4 Metrotech Center,11201.0,3,2020-05-30 00:00:00,N,N,N,N,N,N,N,N,,40.693666,-73.983686,2.0,33.0,15.0
154,MANHATTAN,215 East 64th Street,10065.0,1,2024-12-12 00:00:00,N,N,N,N,N,N,N,N,,40.764452,-73.963735,8.0,4.0,118.0
155,MANHATTAN,438 West 37 Street,10018.0,1,2021-12-30 00:00:00,N,N,N,N,N,N,N,N,,40.755979,-73.996571,4.0,3.0,111.0
156,MANHATTAN,535 Madison Avenue,10022.0,2,2022-05-25 00:00:00,N,N,N,N,N,N,N,N,,40.760354,-73.973454,5.0,4.0,102.0
157,MANHATTAN,161 West 54th Street,10019.0,1,2021-11-09 00:00:00,N,N,N,N,N,N,N,N,,40.763306,-73.980727,5.0,4.0,137.0
158,MANHATTAN,210 EAST 86 STREET,10028.0,1,2021-07-11 00:00:00,N,N,N,N,N,N,N,N,,40.778605,-73.953494,8.0,5.0,14601.0
159,MANHATTAN,1760 SECOND AVENUE,10128.0,1,2020-02-12 00:00:00,N,N,N,N,N,N,N,N,,40.78148,-73.949101,8.0,5.0,154.0
160,MANHATTAN,201 East 35th Street,10016.0,1,2024-12-30 00:00:00,N,N,N,N,N,N,N,N,,40.746345,-73.977502,6.0,4.0,78.0
161,MANHATTAN,9 East 38th Street,10016.0,1,2024-06-15 00:00:00,N,N,N,N,N,N,N,N,,40.750628,-73.981918,5.0,4.0,82.0
162,MANHATTAN,832 Amsterdam Ave,10025.0,1,2023-08-07 00:00:00,N,N,N,N,N,N,N,N,,40.797016,-73.968221,7.0,7.0,187.0
163,MANHATTAN,1 River Place,10036.0,2,2021-09-30 00:00:00,N,N,N,N,N,N,N,N,,40.761614,-74.00022,4.0,3.0,117.0
164,MANHATTAN,12 WEST 96TH STREET,10025.0,1,2022-12-08 00:00:00,N,N,N,N,N,N,N,N,,40.79188,-73.965222,7.0,6.0,181.0
165,MANHATTAN,45 Tudor City Place,10017.0,2,2024-10-09 00:00:00,N,N,N,N,N,N,N,N,,40.749171,-73.970333,6.0,4.0,88.0
166,MANHATTAN,8 East 12th Street,10003.0,1,2020-10-16 00:00:00,N,N,N,N,N,N,N,N,,40.734449,-73.994072,2.0,2.0,61.0
167,MANHATTAN,219 West 81st Street,10024.0,1,2024-06-25 00:00:00,N,N,N,N,N,N,N,N,,40.784807,-73.978157,7.0,6.0,167.0
168,BROOKLYN,86 FLEET PLACE,11201.0,1,2020-12-07 00:00:00,N,N,N,N,N,N,N,N,Y,40.693059,-73.981771,2.0,35.0,31.0
169,MANHATTAN,130 W. 42nd Street,10036.0,3,2023-03-02 00:00:00,N,N,N,N,N,N,N,N,,40.755278,-73.985172,5.0,4.0,113.0
170,MANHATTAN,32 Broadway,10004.0,1,2023-04-08 00:00:00,N,N,N,N,N,N,N,N,,40.706045,-74.013096,1.0,1.0,9.0
171,MANHATTAN,34 Gramercy Park East,10003.0,1,2022-04-13 00:00:00,N,N,N,N,N,N,N,N,,40.737418,-73.985313,6.0,2.0,50.0
172,MANHATTAN,3 Times Square,10036.0,1,2023-06-06 00:00:00,N,N,N,N,N,N,N,N,,40.756376,-73.986713,5.0,3.0,119.0
173,BROOKLYN,2945 West 23 Street,11224.0,1,2024-04-24 00:00:00,N,N,N,N,N,N,N,N,,40.575103,-73.989885,13.0,47.0,326.0
