BOROUGH,ADDRESS,ZIP,TANK_NUM,INSPECTION_DATE,INTERNAL_STRUCTURE,EXTERNAL_STRUCTURE,SEDIMENT,BIOLOGICAL_GROWTH,DEBRIS_INSECTS,RODENT_BIRD,COLIFORM,ECOLI,MEET_STANDARDS,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT
MANHATTAN,561 Broadway,10012,2,9/27/23,N,N,N,N,N,N,N,N,,40.723925,-73.998063,2,1,49
MANHATTAN,125 EAST 74 STREET,10021,1,7/21/21,N,N,N,N,N,N,N,N,,40.772032,-73.961918,8,4,128
BROOKLYN,2950 West 35 Street,11224,1,9/18/23,N,N,N,N,N,N,N,N,,40.573838,-74.000493,13,47,342
MANHATTAN,413 EAST 13TH STREET,10009,1,9/20/23,N,N,N,N,N,N,N,N,,40.730443,-73.982544,3,2,34
MANHATTAN,350 West 50th Street,10019,1,7/6/21,N,N,N,N,N,N,N,N,,40.762988,-73.987791,4,3,127
MANHATTAN,697 WEST END AVENUE,10025,1,12/2/20,N,N,N,N,N,N,N,N,Y,40.793815,-73.974275,7,6,179
MANHATTAN,400 East 36 Street,10016,4,11/2/22,N,N,N,N,N,N,N,N,,40.744985,-73.972399,6,4,8601
MANHATTAN,119 WEST 24 STREET,10011,1,7/15/23,N,N,N,N,N,N,N,N,,40.74391,-73.993104,4,3,91
MANHATTAN,305 East 40th Street,10016,1,1/6/20,N,N,A,N,N,N,N,N,,40.748469,-73.972954,6,4,88
MANHATTAN,14 Wall Street,10005,7,4/25/20,N,N,N,N,N,N,N,N,,40.707347,-74.010997,1,1,7
BRONX,55 Knolls Crescent,10463,1,3/22/23,N,N,N,N,N,N,N,N,,40.879004,-73.918275,8,11,29302
MANHATTAN,215 West 83rd Street,10024,1,9/28/23,N,N,N,N,N,N,N,N,,40.786048,-73.977156,7,6,171
MANHATTAN,150 EAST 44 STREET,10017,1,10/3/24,N,N,N,N,N,N,N,N,,40.752391,-73.974298,6,4,92
QUEENS,28-40 Jackson Avenue,11101,2,4/27/23,N,N,N,N,N,N,N,N,,40.748768,-73.937779,2,26,19
BROOKLYN,36 Plaza Street East,11238,1,12/8/22,N,N,N,N,N,N,N,N,,40.67524,-73.969483,8,35,207
MANHATTAN,95 Wall Street,10005,1,3/31/23,N,N,N,N,N,N,N,N,,40.704932,-74.007488,1,1,7
QUEENS,123-01 Roosevelt Avenue,11368,1,4/18/23,N,N,N,N,N,N,N,N,,40.754703,-73.845398,81,21,38302
MANHATTAN,129 West 46th Street,10036,1,12/27/21,N,N,N,N,N,N,N,N,,40.757811,-73.98323,5,4,125
MANHATTAN,60 Nagle Avenue,10040,1,5/2/24,N,N,N,N,N,N,N,N,,40.860031,-73.929024,12,10,285
MANHATTAN,45 EAST 66 STREET,10065,1,4/19/22,N,N,N,N,N,N,N,N,,40.767801,-73.967794,8,4,122
BRONX,710 Tinton Ave,10455,2,4/25/24,N,N,N,N,N,N,N,N,,40.816985,-73.90507,1,17,79
MANHATTAN,33 Maiden Lane,10038,1,11/6/21,N,N,N,N,N,N,N,N,,40.708807,-74.008678,1,1,1502
MANHATTAN,45 East 45th Street,10017,2,12/30/21,N,N,N,N,N,N,N,N,,40.754538,-73.977398,5,4,94
MANHATTAN,138 East 38th Street,10016,1,10/3/22,N,N,N,N,N,N,N,N,,40.748846,-73.977728,6,4,80
MANHATTAN,250 west 100st,10025,1,11/29/22,N,N,N,N,N,N,N,N,,40.797533,-73.970687,7,6,187
MANHATTAN,4 WEST   31 STREET,10001,1,10/28/20,N,N,N,N,N,N,N,N,Y,40.746712,-73.986383,5,4,76
QUEENS,43-70 Kissena Boulevard,11355,1,5/17/22,N,N,N,N,N,N,N,N,,40.754034,-73.823,7,20,79701
MANHATTAN,27 BARROW STREET,10014,1,6/22/20,N,N,N,N,N,N,N,N,,40.732486,-74.00311,2,3,67
MANHATTAN,810 SEVENTH AVENUE,10019,2,11/11/23,N,N,N,N,N,N,N,N,,40.762639,-73.982146,5,4,131
MANHATTAN,50 East 79th Street,10075,1,8/12/20,N,N,N,N,N,N,N,N,Y,40.776097,-73.961616,8,4,142
BROOKLYN,11 HOYT STREET,11201,1,10/16/23,N,N,N,N,N,N,N,N,,40.690216,-73.985327,2,33,37
MANHATTAN,1071 6th Avenue,10018,1,5/18/24,N,N,N,N,N,N,N,N,,40.753894,-73.984812,5,4,113
MANHATTAN,2 Gold Street,10038,1,8/17/23,N,N,N,N,N,N,N,N,,40.707295,-74.007336,1,1,1502
MANHATTAN,120 EAST 90 STREET,10128,1,10/22/20,N,N,N,N,N,N,N,N,,40.782344,-73.954419,8,4,14802
MANHATTAN,7 East 86 Street,10028,1,7/18/24,N,N,N,N,N,N,N,N,,40.78135,-73.95997,8,4,15002
MANHATTAN,441 Ninth Avenue,10001,1,11/20/20,N,N,N,N,N,N,N,N,,40.753758,-73.996048,4,3,111
MANHATTAN,750 Seventh Avenue,10019,1,5/11/24,N,N,N,N,N,N,N,N,,40.760753,-73.983525,5,4,125
BRONX,3777 INDEPENDENCE AVE,10463,1,11/10/20,N,N,N,N,N,N,N,N,,40.8889,-73.913036,8,11,309
BROOKLYN,16 Court Street,11241,1,3/23/24,N,N,N,N,N,N,N,N,,40.693445,-73.990577,2,33,9
BRONX,3970 Hillman Ave,10463,1,10/19/22,N,N,N,N,N,N,N,N,,40.883054,-73.891107,8,11,281
QUEENS,62-60 99th Street,11374,1,12/30/24,N,N,N,N,N,N,N,N,,40.733469,-73.85756,6,29,71701
MANHATTAN,126 West 73rd Street,10023,1,1/14/25,N,N,N,N,N,N,N,N,,40.778492,-73.979253,7,6,157
MANHATTAN,245 East 44th Street,10017,1,12/4/24,N,N,N,N,N,N,N,N,,40.751633,-73.972458,6,4,90
MANHATTAN,244-250 West 54 Street,10019,1,5/7/22,N,N,N,N,N,N,N,N,,40.764261,-73.983037,5,3,131
MANHATTAN,1 River Place,10036,1,9/28/21,N,N,N,N,N,N,N,N,,40.761614,-74.00022,4,3,117
MANHATTAN,845 UN PLAZA,10017,1,11/3/20,N,N,N,N,N,N,N,N,,40.751983,-73.967538,6,4,90
MANHATTAN,800 AVENUE OF THE AMERICAS,10001,1,10/1/20,N,N,N,N,N,N,N,N,,40.745342,-73.990487,5,3,58
MANHATTAN,345 Park Avenue,10154,6,5/22/20,N,N,N,N,N,N,N,N,,40.758171,-73.973246,5,4,100
MANHATTAN,36 East 31st Street,10016,1,3/8/25,N,N,N,N,N,N,N,N,,40.74569,-73.983962,5,2,74
MANHATTAN,19 west 21st street,10010,1,11/27/23,N,N,N,N,N,N,N,N,,40.740649,-73.991408,5,3,58
MANHATTAN,140 West End Avenue,10023,2,10/1/24,N,N,N,N,N,N,N,N,,40.776111,-73.987161,7,6,155
MANHATTAN,312-316 East 30th Street,10016,1,7/9/21,N,N,N,N,N,N,N,N,,40.741948,-73.976958,6,2,70
MANHATTAN,230 WEST 36 STREET,10018,2,10/19/22,N,N,N,N,N,N,N,N,,40.752709,-73.990731,5,3,109
MANHATTAN,111 Broadway,10006,2,2/19/23,N,N,N,N,N,N,N,N,,40.708486,-74.011113,1,1,13
BROOKLYN,1 North 4th Place,11249,2,9/1/22,N,N,N,N,N,N,N,N,,40.719229,-73.964203,1,33,555
MANHATTAN,17 East 84th St,10028,1,10/9/23,N,N,N,N,N,N,N,N,,40.779813,-73.960379,8,4,15001
MANHATTAN,1 WEST STREET,10004,3,9/5/24,N,N,N,N,N,N,N,N,,40.705949,-74.016288,1,1,13
MANHATTAN,520 Eighth Avenue,10018,1,4/12/21,N,N,N,N,N,N,N,N,,40.753612,-73.992417,5,3,109
QUEENS,108-18 Queens Blvd,11375,1,3/20/21,N,N,N,N,N,N,N,N,,40.721168,-73.843365,6,29,737
MANHATTAN,266 East 78 Street,10075,1,6/9/21,N,N,N,N,N,N,N,N,,40.773007,-73.956404,8,4,134
MANHATTAN,22 West 21st St,10010,1,6/5/21,N,N,N,N,N,N,N,N,,40.740657,-73.991473,5,3,54
MANHATTAN,79 WEST   12 STREET,10011,1,6/30/20,N,N,N,N,N,N,N,N,Y,40.735868,-73.997391,2,3,63
MANHATTAN,332 East 29th Street,10016,1,4/6/23,N,N,N,N,N,N,N,N,,40.741072,-73.976847,6,2,66
MANHATTAN,51 Madison Avenue,10010,2,10/31/22,N,N,N,N,N,N,N,N,,40.743023,-73.986402,5,2,56
MANHATTAN,123 E. 15th Street,10003,1,12/12/23,N,N,N,N,N,N,N,N,,40.734564,-73.988042,6,2,50
MANHATTAN,80 Elizabeth Street,10013,1,10/7/24,N,N,N,N,N,N,N,N,,40.718046,-73.996035,2,1,41
MANHATTAN,205 East 92nd Street,10128,1,5/4/21,N,N,N,N,N,N,N,N,,40.78251,-73.950881,8,5,154
MANHATTAN,876 Park Avenue,10075,1,8/18/21,N,N,N,N,N,N,N,N,,40.774864,-73.96109,8,4,142
MANHATTAN,75 Spring Street,10012,1,5/15/21,N,N,N,N,N,N,N,N,,40.722581,-73.99776,2,1,43
BROOKLYN,330 Jay Street,11201,1,5/17/21,N,N,N,N,N,N,N,N,,40.694495,-73.987198,2,33,11
MANHATTAN,66 West 38th Street,10018,1,8/4/21,N,N,N,N,N,N,N,N,,40.751789,-73.984715,5,4,84
MANHATTAN,815 Park Avenue,10021,1,8/23/22,N,N,N,N,N,N,N,N,,40.772872,-73.96252,8,4,128
MANHATTAN,18 West 27th Street,10001,1,8/11/23,N,N,N,N,N,N,N,N,,40.744717,-73.989325,5,3,58
MANHATTAN,112 MADISON AVENUE,10016,1,9/12/22,N,N,N,N,N,N,N,N,,40.745059,-73.98494,5,4,74
MANHATTAN,529 West 20th Street,10011,1,2/26/24,N,N,N,N,N,N,N,N,,40.746295,-74.006644,4,3,99
MANHATTAN,49 West 23rd Street,10010,1,2/24/24,N,N,N,N,N,N,N,N,,40.742227,-73.991162,5,3,58
MANHATTAN,629 West 54 Street,10019,1,3/25/21,N,N,N,N,N,N,N,N,,40.768695,-73.993513,4,6,135
MANHATTAN,40 Exchange Place,10005,1,10/23/21,N,N,N,N,N,N,N,N,,40.705939,-74.010283,1,1,9
MANHATTAN,834 FIFTH AVENUE,10065,1,8/25/20,N,N,N,N,N,N,N,N,,40.767632,-73.970549,8,4,122
MANHATTAN,236 EAST   47 STREET,10017,1,11/18/20,N,N,N,N,N,N,N,N,Y,40.753551,-73.971226,6,4,90
MANHATTAN,60 Hudson Street,10013,2,10/21/23,N,N,N,N,N,N,N,N,,40.717876,-74.008939,1,1,33
BROOKLYN,10 Amboy Street,11212,1,4/29/21,N,N,N,N,N,N,N,N,,40.670286,-73.914821,16,41,902
MANHATTAN,249 E 48 ST,10017,1,9/13/23,N,N,N,N,N,N,N,N,,40.754111,-73.970565,6,4,90
QUEENS,28-10 JACKSON AVENUE,11101,1,5/20/20,N,N,N,N,N,N,N,N,,40.748491,-73.938552,2,26,19
MANHATTAN,37 East 64th Street,10065,1,2/27/24,N,N,N,N,N,N,N,N,,40.76658,-73.96878,8,4,122
QUEENS,108-18 Queens Boulevard,11375,1,5/22/20,N,N,N,N,N,N,N,N,,40.721168,-73.843365,6,29,737
MANHATTAN,970 Park Avenue,10028,1,9/15/21,N,N,N,N,N,N,N,N,,40.778036,-73.95878,8,4,142
MANHATTAN,1200 Avenue of the Americas,10036,1,6/9/20,N,N,N,N,N,N,N,N,,40.758113,-73.981717,5,4,96
MANHATTAN,116 Central Park South,10019,1,11/25/24,N,N,N,N,N,N,N,N,,40.765978,-73.976972,5,4,137
MANHATTAN,1407 Broadway,10018,2,3/18/21,N,N,N,N,N,N,N,N,,40.753439,-73.987151,5,3,113
MANHATTAN,45 FIFTH AVENUE,10003,1,5/6/23,N,N,N,N,N,N,N,N,,40.734237,-73.994891,2,2,61
MANHATTAN,301 East 79th Street,10075,1,8/30/21,N,N,N,N,N,N,N,N,,40.773193,-73.954693,8,5,138
MANHATTAN,59 MAIDEN LANE,10038,2,11/18/20,N,N,N,N,N,N,N,N,Y,40.708266,-74.008231,1,1,1502
MANHATTAN,465 West 23rd Street,10011,2,12/8/22,N,N,N,N,N,N,N,N,,40.747226,-74.003046,4,3,93
MANHATTAN,3 World Trade Center,10007,2,3/3/25,N,N,N,N,N,N,N,N,,40.710695,-74.011027,1,1,13
MANHATTAN,31 Chambers street,10007,2,12/15/23,N,N,N,N,N,N,N,N,,40.713402,-74.004635,1,1,31
QUEENS,102-01 66th Road,11375,1,7/24/24,N,N,N,N,N,N,N,N,,40.729265,-73.852016,6,29,71304
MANHATTAN,300 PARK AVENUE,10022,1,11/4/20,N,N,N,N,N,N,N,N,,40.756802,-73.974271,5,4,102
MANHATTAN,24 Fifth Avenue,10011,2,4/25/24,N,N,N,N,N,N,N,N,,40.733011,-73.995811,2,3,63
MANHATTAN,195 Broadway,10007,8,5/12/24,N,N,N,N,N,N,N,N,,40.710536,-74.009378,1,1,13
MANHATTAN,271 West 47th Street,10036,2,7/26/24,N,N,N,N,N,N,N,N,,40.760048,-73.986608,5,3,125
MANHATTAN,60 MADISON AVENUE,10010,1,12/19/21,N,N,N,N,N,N,N,N,,40.7433,-73.986225,5,2,56
MANHATTAN,675 W. 59th Street,10019,1,8/2/21,N,N,N,N,N,N,N,N,,40.772537,-73.992613,7,6,151
MANHATTAN,180 Riverside Drive,10024,1,6/21/22,N,N,N,N,N,N,N,N,,40.792081,-73.977241,7,6,179
MANHATTAN,88 Greenwich Street,10006,1,6/8/23,N,N,N,N,N,N,N,N,,40.707731,-74.013706,1,1,13
MANHATTAN,200 EAST   36 STREET,10016,1,6/24/20,N,N,N,N,N,N,N,N,Y,40.746946,-73.977061,6,4,78
MANHATTAN,79 Washington Place,10011,1,12/29/23,N,N,N,N,N,N,N,N,,40.731951,-73.999751,2,1,65
MANHATTAN,230 CENTRAL PARK SOUTH,10019,1,2/1/20,N,N,N,N,N,N,N,N,Y,40.767236,-73.97996,5,4,137
MANHATTAN,1045 Avenue of the Americas,10018,2,6/6/24,N,N,N,N,N,N,N,N,,40.753129,-73.985361,5,4,113
MANHATTAN,240 West 129 Street,10027,1,6/23/22,N,N,N,N,N,N,N,N,,40.811858,-73.947322,10,9,224
MANHATTAN,141 EAST 23 STREET,10010,1,7/8/21,N,N,N,N,N,N,N,N,,40.739372,-73.984393,6,2,68
MANHATTAN,237 WEST   74 STREET,10023,1,5/13/20,N,N,N,N,N,N,N,N,Y,40.780735,-73.982567,7,6,163
MANHATTAN,14 Wall Street,10005,1,6/25/22,N,N,N,N,N,N,N,N,,40.707347,-74.010997,1,1,7
MANHATTAN,226 W. 52nd Street,10019,1,11/11/20,N,N,N,N,N,N,N,N,,40.762897,-73.983683,5,3,131
MANHATTAN,32 West 39 Street,10018,1,7/9/22,N,N,N,N,N,N,N,N,,40.752072,-73.983466,5,4,84
MANHATTAN,71 W 23rd St,10010,1,2/24/20,N,N,N,N,N,N,N,N,,40.742441,-73.991667,5,3,58
MANHATTAN,425 Riverside Drive,10025,1,9/19/22,N,N,N,N,N,N,N,N,,40.808028,-73.966687,9,7,205
MANHATTAN,2350 Broadway,10024,2,8/23/23,N,N,N,N,N,N,N,N,,40.788007,-73.976747,7,6,171
BROOKLYN,123 Linden Boulevard,11226,1,10/2/24,N,N,N,N,N,N,N,N,,40.652415,-73.954227,17,40,822
BROOKLYN,44 Court Street,11201,1,6/18/22,N,N,N,N,N,N,N,N,,40.692591,-73.990963,2,33,9
BROOKLYN,309 Gold Street,11201,2,12/1/21,N,N,N,N,N,N,N,N,,40.695134,-73.983242,2,35,15
MANHATTAN,242 East 72nd Street,10021,1,7/19/22,N,N,N,N,N,N,N,N,,40.769314,-73.959602,8,4,126
MANHATTAN,110 West 14th Street,10011,1,7/31/23,N,N,N,N,N,N,N,N,,40.737619,-73.997474,2,3,71
MANHATTAN,237 West 37th Street,10018,1,6/17/23,N,N,N,N,N,N,N,N,,40.75339,-73.990392,5,3,109
MANHATTAN,114 East 84th Street,10028,1,8/24/21,N,N,A,N,N,N,N,N,,40.77853,-73.957401,8,4,140
MANHATTAN,51 Madison Ave,10010,3,11/8/23,N,N,N,N,N,N,N,N,,40.743023,-73.986402,5,2,56
MANHATTAN,522 Fifth Avenue,10036,1,7/10/21,N,N,N,N,N,N,N,N,,40.754514,-73.980145,5,4,96
MANHATTAN,184 THOMPSON STREET,10012,1,10/7/22,N,N,N,N,N,N,N,N,,40.727988,-74.000032,2,1,65
MANHATTAN,16 Park Avenue,10016,1,4/4/23,N,N,N,N,N,N,N,N,,40.747696,-73.981208,6,2,74
MANHATTAN,230 West 38th Street,10018,1,9/24/22,N,N,N,N,N,N,N,N,,40.753942,-73.989829,5,3,109
MANHATTAN,130 EAST   67 STREET,10065,1,8/20/20,N,N,N,N,N,N,N,N,Y,40.767114,-73.964264,8,4,120
MANHATTAN,15 E. 40th Street,10016,1,3/23/24,N,N,N,N,N,N,N,N,,40.751772,-73.980795,5,4,82
MANHATTAN,333 EAST   55 STREET,10022,1,6/17/20,N,N,N,N,N,N,N,N,Y,40.757637,-73.965337,6,5,108
MANHATTAN,345 Park Avenue,10154,6,11/13/21,N,N,N,N,N,N,N,N,,40.758171,-73.973246,5,4,100
MANHATTAN,15 WEST 84 STREET,10024,1,9/8/21,N,N,N,N,N,N,N,N,,40.784282,-73.971004,7,6,169
MANHATTAN,40 Waterside Plaza,10010,1,9/14/22,N,N,N,N,N,N,N,N,,40.737742,-73.973799,6,4,62
BROOKLYN,115 96th Street,11209,1,9/24/24,N,N,N,N,N,N,N,N,,40.61608,-74.037377,10,43,54
MANHATTAN,165 East 72nd Street,10021,1,5/11/21,N,N,N,N,N,N,N,N,,40.770135,-73.961497,8,4,128
MANHATTAN,2130 First Ave,10029,1,12/9/24,N,N,N,N,N,N,N,N,,40.791957,-73.938349,11,8,162
MANHATTAN,171 EAST   84 STREET,10028,1,1/9/20,N,N,N,N,N,N,N,N,Y,40.777843,-73.955722,8,5,14801
MANHATTAN,677 West End Avenue,10025,1,9/21/23,N,N,N,N,N,N,N,N,,40.793189,-73.97473,7,6,179
BROOKLYN,350 65th Street,11220,1,8/9/23,N,N,N,N,N,N,N,N,,40.638643,-74.022455,10,38,70
MANHATTAN,59 MAIDEN LANE,10038,1,11/17/20,N,N,N,N,N,N,N,N,Y,40.708266,-74.008231,1,1,1502
MANHATTAN,140 Cabrini Boulevard,10033,1,11/9/21,N,N,N,N,N,N,N,N,,40.852542,-73.939826,12,10,275
MANHATTAN,885 Second Avenue,10017,3,6/29/24,N,N,N,N,N,N,N,N,,40.753194,-73.969757,6,4,90
MANHATTAN,35 West 36th Street,10018,1,5/13/21,N,N,N,N,N,N,N,N,,40.750518,-73.985487,5,4,84
MANHATTAN,640 BROADWAY,10012,1,2/25/25,N,N,N,N,N,N,N,N,,40.726327,-73.996002,2,1,5502
MANHATTAN,14 Horatio Street,10014,1,11/8/22,N,N,N,N,N,N,N,N,,40.73875,-74.003111,2,3,77
MANHATTAN,23 West 47 Street,10036,1,2/22/20,N,N,N,N,N,N,N,N,,40.757083,-73.979552,5,4,96
MANHATTAN,345 West 50th Street,10019,1,8/12/21,N,N,N,N,N,N,N,N,,40.763021,-73.98782,4,3,133
MANHATTAN,589 Eighth Avenue,10018,1,1/15/22,N,N,N,N,N,N,N,N,,40.755155,-73.991319,4,3,115
MANHATTAN,89 E. 42nd Street,10017,3,12/20/23,N,N,N,N,N,N,N,N,,40.752101,-73.977604,5,4,92
MANHATTAN,10 MITCHELL PLACE,10017,1,8/12/20,N,N,N,N,N,N,N,N,,40.753081,-73.965863,6,4,8603
MANHATTAN,4 penn plaza,10121,2,6/17/20,N,N,N,N,N,N,N,N,,40.750662,-73.991944,5,3,101
MANHATTAN,145 East 23rd Street,10010,1,3/3/25,N,N,N,N,N,N,N,N,,40.739342,-73.984324,6,2,68
MANHATTAN,220 West 42 Street,10036,1,8/26/21,N,N,N,N,N,N,N,N,,40.756412,-73.987858,5,3,113
MANHATTAN,145 4 AV,10003,1,9/29/20,N,N,N,N,N,N,N,N,,40.733916,-73.989872,3,2,42
MANHATTAN,60 FIRST AVENUE,10009,1,6/27/24,N,N,N,N,N,N,N,N,,40.724905,-73.987243,3,2,32
MANHATTAN,460 PARK AVENUE,10022,1,11/14/20,N,N,N,N,N,N,N,N,Y,40.761783,-73.970638,5,4,11202
MANHATTAN,71-75 West Street,10006,1,4/13/23,N,N,N,N,N,N,N,N,,40.70904,-74.015117,1,1,13
MANHATTAN,226 -230East 12 Street,10003,1,5/28/20,N,N,N,N,N,N,N,N,,,,,,
MANHATTAN,200 Liberty Street,10281,1,4/13/22,N,N,N,N,N,N,N,N,,40.711425,-74.015442,1,1,31704
MANHATTAN,80 Columbus Avenue,10023,1,11/17/22,N,N,N,N,N,N,N,N,,40.771894,-73.982851,7,6,149
BRONX,555 east 191st street,10458,1,8/26/21,N,N,N,N,N,N,N,N,,40.8597,-73.885921,6,15,397
MANHATTAN,90 Broad Street,10004,2,12/11/21,N,N,N,N,N,N,N,N,,40.703954,-74.011592,1,1,9
MANHATTAN,125 worth street,10013,2,12/19/20,A,N,A,A,A,A,N,N,,40.715428,-74.002673,1,1,31
MANHATTAN,393 Fifth Avenue,10016,1,12/14/24,N,N,N,N,N,N,N,N,,40.749901,-73.983481,5,4,82
MANHATTAN,44 WEST 28 STREET,10001,1,11/29/23,N,N,N,N,N,N,N,N,,40.745556,-73.989386,5,3,58
MANHATTAN,435 West 31st Street,10001,1,10/12/23,N,N,N,N,N,N,N,N,,40.751916,-73.998686,4,3,103
MANHATTAN,33 West 60 Street,10023,1,7/11/21,N,N,N,N,N,N,N,N,,40.769303,-73.983003,7,3,145
MANHATTAN,25 Central Park West,10023,2,8/13/24,N,N,N,N,N,N,N,N,,40.770148,-73.9804,7,6,149
BROOKLYN,760 Broadway,11206,1,6/11/24,N,N,N,N,N,N,N,N,,40.700528,-73.941604,3,36,28501
MANHATTAN,171 EAST 89 STREET,10128,1,4/26/23,N,N,N,N,N,N,N,N,,40.78107,-73.953301,8,5,14802
MANHATTAN,330 East 39th Street,10016,1,9/2/20,N,N,N,N,N,N,N,N,,40.747387,-73.972359,6,4,78
MANHATTAN,44 Wall Street,10005,3,11/16/24,N,N,N,N,N,N,N,N,,40.70654,-74.009738,1,1,7
MANHATTAN,1515 BROADWAY,10036,1,12/12/20,N,N,N,N,N,N,N,N,,40.757636,-73.985804,5,3,119
BRONX,100 West Kingsbridge Road,10468,1,3/23/23,N,N,N,N,N,N,N,N,,40.868322,-73.901269,7,14,263
MANHATTAN,28 Liberty Street,10005,3,10/26/23,N,N,N,N,N,N,N,N,,40.708115,-74.008768,1,1,7
MANHATTAN,1384 Broadway,10018,1,10/14/23,N,N,N,N,N,N,N,N,,40.752577,-73.987378,5,4,109
MANHATTAN,25 East 67th Street,10065,1,10/20/23,N,N,N,N,N,N,N,N,,40.768704,-73.967992,8,4,122
MANHATTAN,608 Fifth Avenue,10020,1,8/30/24,N,N,N,N,N,N,N,N,,40.757824,-73.977732,5,4,96
MANHATTAN,41 PARK AVENUE,10016,1,9/26/22,N,N,N,N,N,N,N,N,,40.748563,-73.980247,6,4,80
MANHATTAN,107 RIVINGTON STREET,10002,1,11/27/23,N,N,N,N,N,N,N,N,,40.719967,-73.988023,3,1,18
MANHATTAN,91 Fifth Avenue,10003,1,6/26/21,N,N,N,N,N,N,N,N,,40.737663,-73.992401,5,2,52
MANHATTAN,330 East 49th Street,10017,1,4/4/24,N,N,N,N,N,N,N,N,,40.753877,-73.968122,6,4,90
MANHATTAN,10 STUYVESANT OVAL,10009,1,8/26/21,N,N,N,N,N,N,N,N,,40.730793,-73.976172,6,4,44
MANHATTAN,450 East 63rd Street,10065,2,6/14/23,N,N,N,N,N,N,N,N,,40.761524,-73.958751,8,5,10602
MANHATTAN,535 Madison Avenue,10022,4,5/3/24,N,N,N,N,N,N,N,N,,40.760354,-73.973454,5,4,102
MANHATTAN,6 East 45th Street,10017,1,6/12/21,N,N,N,N,N,N,N,N,,40.755219,-73.979062,5,4,94
MANHATTAN,35 East 38th Street,10016,1,12/12/23,N,N,N,N,N,N,N,N,,40.749988,-73.980395,6,4,82
MANHATTAN,1 centre street,10007,4,12/10/21,N,N,N,N,N,N,,,,40.713001,-74.004181,1,1,29
MANHATTAN,111 E 56th St,10022,2,8/5/20,N,N,N,N,N,N,N,N,,40.760677,-73.97061,5,4,11203
MANHATTAN,266 WEST   37 STREET,10018,1,6/13/20,N,N,N,N,N,N,N,N,Y,40.753632,-73.991009,5,3,109
MANHATTAN,515 EAST 79 STREET,10075,1,10/25/22,N,N,N,N,N,N,N,N,,40.771149,-73.949835,8,5,136
BROOKLYN,3020 Surf Avenue,11224,1,11/10/21,N,N,N,N,N,N,N,N,,40.572765,-73.996404,13,47,340
MANHATTAN,225 West 129 Street,10027,1,6/21/23,N,N,N,N,N,N,N,N,,40.811671,-73.946842,10,9,224
MANHATTAN,430 West 125 Street,10027,1,6/23/23,N,N,N,N,N,N,N,N,,40.811836,-73.954941,9,7,20901
MANHATTAN,525 E. 68th Street,10065,7,8/17/23,N,N,N,N,N,N,N,N,,40.764149,-73.955251,8,5,116
MANHATTAN,99 Hillside Avenue,10040,1,12/29/21,N,N,N,N,N,N,N,N,,40.859783,-73.927036,12,10,283
MANHATTAN,39 EAST 79TH STREET,10075,1,8/30/23,N,N,N,N,N,N,N,N,,40.776204,-73.961829,8,4,142
MANHATTAN,296 West 10th Street,10014,1,12/1/23,N,N,N,N,N,N,N,N,,40.733282,-74.009248,2,3,75
MANHATTAN,1 United Nations Plaza,10017,3,10/12/21,N,N,N,N,N,N,N,N,,40.750441,-73.968676,6,4,90
MANHATTAN,400 EAST 52 STREET,10022,1,5/27/21,N,N,N,N,N,N,N,N,,40.754974,-73.964898,6,4,8603
MANHATTAN,190 Riverside Drive,10024,1,10/13/22,N,N,N,N,N,N,N,N,,40.792682,-73.976757,7,6,179
MANHATTAN,155 East 38th Street,10016,1,5/9/23,N,N,N,N,N,N,N,N,,40.748434,-73.976714,6,4,80
MANHATTAN,1165 PARK AVENUE,10128,1,7/21/20,N,N,N,N,N,N,N,N,Y,40.78424,-73.95422,8,4,15801
QUEENS,43-25 Hunter Street,11101,1,5/2/23,N,N,N,N,N,N,N,N,,40.747892,-73.942595,2,26,19
MANHATTAN,350 EAST   52 STREET,10022,1,6/2/20,N,N,N,N,N,N,N,N,Y,40.755611,-73.966392,6,4,98
BRONX,1575 Odell Street,10462,1,12/20/21,N,N,N,N,N,N,N,N,,40.838429,-73.854621,9,18,21002
MANHATTAN,55 EAST 84 STREET,10028,1,7/30/21,N,N,N,N,N,N,N,N,,40.77928,-73.959134,8,4,15001
MANHATTAN,66 WEST   38 STREET,10018,1,8/27/20,N,N,N,N,N,N,N,N,Y,40.751789,-73.984715,5,4,84
MANHATTAN,155 WEST   11 STREET,10011,1,2/7/20,N,N,N,N,N,N,N,N,Y,40.736027,-73.99978,2,3,71
MANHATTAN,26 WEST 17 STREET,10011,1,12/4/21,N,N,N,N,N,N,N,N,,40.738349,-73.993277,5,3,54
MANHATTAN,50 West 34 Street,10001,1,10/12/21,N,N,N,N,N,N,N,N,,40.74936,-73.986773,5,4,76
MANHATTAN,44 East 67th Street,10065,1,10/24/22,N,N,A,N,N,N,N,N,,40.768391,-73.967296,8,4,122
MANHATTAN,200 5th ave,10010,2,10/21/24,N,N,N,N,N,N,N,N,,40.741865,-73.989365,5,3,58
MANHATTAN,17 West 67th Street,10023,1,5/30/23,N,N,N,N,N,N,N,N,,40.773356,-73.979027,7,6,153
QUEENS,4540 Center Boulevard,11109,1,6/17/21,N,N,N,N,N,N,N,N,,40.748376,-73.95681,2,26,1
